                    1     1.7441860465116279E-003    -5.3291899273304040     
                    2     5.2325581395348836E-003    -5.3743468174387479     
                    3     8.7209302325581394E-003    -5.5010532620473995     
                    4     1.2209302325581395E-002    -5.9579516702617852     
                    5     1.5697674418604653E-002    -7.4014344209797329     
                    6     1.9186046511627905E-002    -12.155056566284799     
                    7     2.2674418604651164E-002    -18.733965570334185     
                    8     2.6162790697674417E-002    -25.519199211468369     
                    9     2.9651162790697676E-002    -32.532294297513943     
                   10     3.3139534883720928E-002    -39.730025623415187     
                   11     3.6627906976744187E-002    -47.027428530171221     
                   12     4.0116279069767440E-002    -54.343479635005345     
                   13     4.3604651162790699E-002    -61.593296962316060     
                   14     4.7093023255813951E-002    -68.710551682867219     
                   15     5.0581395348837210E-002    -75.693609107324079     
                   16     5.4069767441860463E-002    -82.565487606715266     
                   17     5.7558139534883722E-002    -89.343299145181902     
                   18     6.1046511627906981E-002    -96.040190736456324     
                   19     6.4534883720930233E-002    -102.66653089464640     
                   20     6.8023255813953493E-002    -109.23067294269867     
                   21     7.1511627906976738E-002    -115.73946684116322     
                   22     7.4999999999999997E-002    -122.19861428541948     
                   23     7.8488372093023256E-002    -128.61292221163956     
                   24     8.1976744186046502E-002    -134.98648824045006     
                   25     8.5465116279069775E-002    -141.32283921188591     
                   26     8.8953488372093020E-002    -147.62503659105374     
                   27     9.2441860465116280E-002    -153.89575797218785     
                   28     9.5930232558139539E-002    -160.13736100796831     
                   29     9.9418604651162784E-002    -166.35193419935754     
                   30    0.10290697674418604         -172.54133771289693     
                   31    0.10639534883720930         -178.70723652584024     
                   32    0.10988372093023255         -184.85112759691924     
                   33    0.11337209302325582         -190.97436233192184     
                   34    0.11686046511627907         -197.07816530653369     
                   35    0.12034883720930233         -203.16364998355380     
                   36    0.12383720930232558         -209.23183199578241     
                   37    0.12732558139534883         -215.28364044168282     
                   38    0.13081395348837210         -221.31992754677978     
                   39    0.13430232558139535         -227.34147697154117     
                   40    0.13779069767441859         -233.34901099159737     
                   41    0.14127906976744187         -239.34319673253080     
                   42    0.14476744186046511         -245.32465160752412     
                   43    0.14825581395348836         -251.29394804883412     
